product id,product_Name,types_of_product, product_Brand,unit_price,quantity,price,tax,total_price,order _date,delivery_date,product_availability,product_target_availability
Au458,Amul Spray,Dairy,Amul,49,16 kg,623,380,1003,16-02-2021,05-06-2021,26 kg,57 kg
Au459,Cheese,Dairy,Amul,17,17 kg,970,235,1205,17-03-2021,10-11-2021,21 kg,54 kg
Au460,Amul Spray,Dairy,Amul,11,12 kg,625,347,972,20-01-2021,25-08-2021,23 kg,52 kg
Au461,Butter,Dairy,Amul,11,11 kg,972,292,1264,20-01-2021,14-08-2021,33 kg,59 kg
Au462,Butter,Dairy,Amul,49,20 kg,790,136,926,13-03-2021,07-07-2021,36 kg,60 kg
Au463,Cheese,Dairy,Amul,50,18 kg,596,156,752,26-01-2021,08-06-2021,21 kg,56 kg
Au464,Cheese,Dairy,Amul,46,17 kg,652,350,1002,30-03-2021,02-08-2021,21 kg,57 kg
Au465,Amul Spray,Dairy,Amul,18,16 kg,797,273,1070,18-02-2021,18-08-2021,40 kg,53 kg
Au466,Cheese,Dairy,Amul,22,11 kg,638,276,914,26-03-2021,13-07-2021,22 kg,59 kg
Au467,Amul Spray,Dairy,Amul,27,20 kg,555,390,945,22-05-2021,17-08-2021,22 kg,50 kg
Au468,Butter,Dairy,Amul,31,5 kg,768,115,883,01-01-2021,14-08-2021,32 kg,54 kg
Au469,Butter,Dairy,Amul,24,6 kg,669,195,864,26-02-2021,19-10-2021,35 kg,56 kg
Au470,Butter,Dairy,Amul,39,6 kg,571,127,698,21-02-2021,28-08-2021,39 kg,60 kg
Au471,Cheese,Dairy,Amul,24,8 kg,831,143,974,01-03-2021,07-09-2021,38 kg,58 kg
Au472,Amul Spray,Dairy,Amul,29,17 kg,554,237,791,19-05-2021,20-10-2021,32 kg,56 kg
Au473,Butter,Dairy,Amul,24,11 kg,679,300,979,11-03-2021,01-08-2021,30 kg,51 kg
Au474,Cheese,Dairy,Amul,25,5 kg,852,267,1119,12-02-2021,16-06-2021,24 kg,57 kg
Au475,Amul Spray,Dairy,Amul,44,13 kg,984,161,1145,02-05-2021,06-07-2021,20 kg,59 kg
Au476,Amul Spray,Dairy,Amul,22,16 kg,524,302,826,14-02-2021,22-07-2021,26 kg,58 kg
Au477,Honey,Health Supplement,Patanjali,17,5 kg,773,181,954,07-03-2021,26-08-2021,39 kg,53 kg
Au478,Honey,Health Supplement,Patanjali,45,9 kg,717,223,940,22-04-2021,15-09-2021,28 kg,60 kg
Au479,Chawanprash,Health Supplement,Patanjali,46,8 kg,999,386,1385,18-04-2021,10-07-2021,20 kg,54 kg
Au480,Patanjali Dant Kanti,Health Supplement,Patanjali,49,11 kg,942,130,1072,03-02-2021,03-07-2021,24 kg,51 kg
Au481,Chawanprash,Health Supplement,Patanjali,19,7 kg,644,343,987,09-05-2021,18-09-2021,27 kg,53 kg
Au482,Patanjali Dant Kanti,Health Supplement,Patanjali,16,14 kg,908,295,1203,15-04-2021,12-06-2021,40 kg,52 kg
Au483,Patanjali Dant Kanti,Health Supplement,Patanjali,24,15 kg,695,229,924,15-03-2021,30-09-2021,21 kg,58 kg
Au484,Honey,Health Supplement,Patanjali,13,11 kg,723,375,1098,23-03-2021,22-10-2021,24 kg,58 kg
Au485,Patanjali Dant Kanti,Health Supplement,Patanjali,28,13 kg,632,217,849,23-05-2021,24-06-2021,38 kg,54 kg
Au486,Chawanprash,Health Supplement,Patanjali,38,19 kg,680,105,785,15-04-2021,09-09-2021,30 kg,51 kg
Au487,Patanjali Dant Kanti,Health Supplement,Patanjali,38,16 kg,748,186,934,01-04-2021,20-10-2021,35 kg,50 kg
Au488,Patanjali Dant Kanti,Health Supplement,Patanjali,16,6 kg,898,113,1011,01-05-2021,02-07-2021,39 kg,59 kg
Au489,Chawanprash,Health Supplement,Patanjali,44,17 kg,983,216,1199,06-03-2021,22-08-2021,35 kg,52 kg
Au490,Chawanprash,Health Supplement,Patanjali,22,5 kg,803,171,974,03-04-2021,01-09-2021,31 kg,54 kg
Au491,Honey,Health Supplement,Patanjali,31,11 kg,758,237,995,21-02-2021,22-10-2021,28 kg,58 kg
Au492,Honey,Health Supplement,Patanjali,39,6 kg,764,116,880,15-05-2021,14-08-2021,34 kg,55 kg
Au493,Gatorade,Beverage,Pepsi,18,14 litres,523,273,796,30-03-2021,11-10-2021,24 litres,52 litres
Au494,Minute Maid,Beverage,Coca Cola,26,14 litres,636,398,1034,19-04-2021,13-06-2021,38 litres,53 litres
Au495,Coca-Cola,Beverage,Coca Cola,20,14 litres,781,363,1144,21-01-2021,15-06-2021,36 litres,60 litres
Au496,Honest Tea,Beverage,Coca Cola,37,13 litres,715,177,892,08-02-2021,20-09-2021,34 litres,59 litres
Au497,Coca-Cola,Beverage,Coca Cola,23,8 litres,863,135,998,02-05-2021,01-12-2021,25 litres,53 litres
Au498,Bhel Puri,Snacks,Haldiram,14,7 kg,925,175,1100,01-04-2021,31-10-2021,29 kg,57 kg
Au499,Tasty Nuts,Snacks,Haldiram,50,12 kg,830,253,1083,17-01-2021,23-09-2021,39 kg,53 kg
Au500,Tasty Nuts,Snacks,Haldiram,42,16 kg,507,162,669,19-03-2021,25-08-2021,40 kg,52 kg
Au501,Bhel Puri,Snacks,Haldiram,26,14 kg,923,170,1093,10-01-2021,10-07-2021,31 kg,51 kg
Au502,Aloo Bhujia,Snacks,Haldiram,12,13 kg,935,286,1221,10-05-2021,09-07-2021,33 kg,59 kg
Au503,Aloo Bhujia,Snacks,Haldiram,49,13 kg,872,175,1047,05-01-2021,24-06-2021,39 kg,57 kg
Au504,Tasty Nuts,Snacks,Haldiram,38,17 kg,940,192,1132,13-03-2021,22-10-2021,36 kg,55 kg
Au505,Bhujia Sev,Snacks,Haldiram,29,18 kg,530,282,812,11-05-2021,15-09-2021,26 kg,57 kg
Au506,Tasty Nuts,Snacks,Haldiram,40,10 kg,813,110,923,14-04-2021,06-07-2021,36 kg,59 kg
Au507,Tasty Nuts,Snacks,Haldiram,21,11 kg,708,152,860,12-05-2021,29-09-2021,22 kg,56 kg
Au508,Tasty Nuts,Snacks,Haldiram,11,10 kg,537,289,826,28-04-2021,19-11-2021,29 kg,51 kg
Au509,Tasty Nuts,Snacks,Haldiram,25,14 kg,724,239,963,10-01-2021,12-06-2021,33 kg,54 kg
Au510,Aloo Bhujia,Snacks,Haldiram,28,17 kg,935,264,1199,27-02-2021,13-10-2021,39 kg,55 kg
Au511,Bhujia Sev,Snacks,Haldiram,31,14 kg,742,188,930,20-02-2021,10-07-2021,22 kg,60 kg
Au512,Aloo Bhujia,Snacks,Haldiram,42,12 kg,984,380,1364,27-04-2021,30-06-2021,27 kg,60 kg
Au513,Bhel Puri,Snacks,Haldiram,30,10 kg,955,206,1161,05-04-2021,22-11-2021,21 kg,56 kg
Au514,Bhujia Sev,Snacks,Haldiram,32,13 kg,561,297,858,31-01-2021,09-06-2021,34 kg,54 kg
Au515,Aloo Bhujia,Snacks,Haldiram,35,12 kg,905,187,1092,17-05-2021,22-07-2021,26 kg,60 kg
Au516,Bhujia Sev,Snacks,Haldiram,48,16 kg,549,218,767,11-01-2021,23-09-2021,22 kg,52 kg
Au517,Bhel Puri,Snacks,Haldiram,46,7 kg,962,144,1106,04-02-2021,10-11-2021,32 kg,58 kg
Au518,Bhel Puri,Snacks,Haldiram,42,10 kg,908,185,1093,11-04-2021,13-08-2021,39 kg,56 kg
Au519,Bhujia Sev,Snacks,Haldiram,35,17 kg,869,293,1162,25-04-2021,15-09-2021,35 kg,55 kg
Au520,Tasty Nuts,Snacks,Haldiram,14,7 kg,773,386,1159,25-02-2021,06-08-2021,23 kg,59 kg
Au521,Aloo Bhujia,Snacks,Haldiram,14,20 kg,802,131,933,04-05-2021,29-08-2021,36 kg,50 kg
Au522,Tasty Nuts,Snacks,Haldiram,41,16 kg,893,252,1145,18-01-2021,02-11-2021,21 kg,50 kg
Au523,Aloo Bhujia,Snacks,Haldiram,21,8 kg,630,312,942,18-03-2021,03-08-2021,27 kg,55 kg
Au524,Bhujia Sev,Snacks,Haldiram,33,6 kg,910,326,1236,22-01-2021,23-10-2021,29 kg,57 kg
Au525,Aloo Bhujia,Snacks,Haldiram,35,10 kg,968,316,1284,27-02-2021,22-11-2021,21 kg,55 kg
Au526,Bhel Puri,Snacks,Haldiram,37,8 kg,899,386,1285,03-02-2021,07-08-2021,37 kg,52 kg
Au527,Bhel Puri,Snacks,Haldiram,40,6 kg,807,381,1188,14-03-2021,02-10-2021,27 kg,50 kg
Au528,Bhel Puri,Snacks,Haldiram,31,15 kg,531,303,834,20-04-2021,02-11-2021,32 kg,58 kg
Au529,Tasty Nuts,Snacks,Haldiram,31,9 kg,560,271,831,18-03-2021,15-10-2021,29 kg,59 kg
Au530,Bhujia Sev,Snacks,Haldiram,17,5 kg,702,268,970,03-03-2021,01-07-2021,22 kg,54 kg
Au531,Bhujia Sev,Snacks,Haldiram,40,7 kg,767,384,1151,27-05-2021,23-11-2021,25 kg,50 kg
Au532,Aloo Bhujia,Snacks,Haldiram,31,14 kg,887,107,994,30-04-2021,19-06-2021,33 kg,51 kg
Au533,Aloo Bhujia,Snacks,Haldiram,21,20 kg,817,176,993,15-01-2021,12-09-2021,40 kg,60 kg
Au534,Bhujia Sev,Snacks,Haldiram,30,10 kg,598,389,987,07-01-2021,29-10-2021,24 kg,59 kg
Au535,Tasty Nuts,Snacks,Haldiram,23,10 kg,571,382,953,25-03-2021,22-09-2021,37 kg,57 kg
Au536,Bhel Puri,Snacks,Haldiram,20,15 kg,978,214,1192,13-01-2021,22-09-2021,21 kg,50 kg
Au537,Tasty Nuts,Snacks,Haldiram,26,12 kg,539,327,866,02-05-2021,04-11-2021,39 kg,59 kg
Au538,Tasty Nuts,Snacks,Haldiram,10,18 kg,746,381,1127,19-05-2021,10-10-2021,20 kg,55 kg
Au539,Bhel Puri,Snacks,Haldiram,45,10 kg,867,356,1223,30-04-2021,08-10-2021,30 kg,59 kg
Au540,Bhujia Sev,Snacks,Haldiram,16,17 kg,588,331,919,03-03-2021,10-08-2021,28 kg,51 kg
Au541,Tasty Nuts,Snacks,Haldiram,47,18 kg,586,229,815,03-03-2021,23-10-2021,27 kg,59 kg
Au542,Bhujia Sev,Snacks,Haldiram,17,10 kg,594,207,801,08-05-2021,16-06-2021,33 kg,60 kg
Au543,Tasty Nuts,Snacks,Haldiram,10,12 kg,674,223,897,21-01-2021,26-06-2021,25 kg,52 kg
Au544,Bhujia Sev,Snacks,Haldiram,30,19 kg,761,184,945,09-04-2021,01-07-2021,34 kg,53 kg
Au545,Bhel Puri,Snacks,Haldiram,13,8 kg,536,387,923,03-05-2021,14-08-2021,20 kg,50 kg
Au546,Aloo Bhujia,Snacks,Haldiram,12,14 kg,974,383,1357,16-02-2021,25-07-2021,26 kg,60 kg
Au547,Tasty Nuts,Snacks,Haldiram,38,9 kg,575,281,856,14-01-2021,05-10-2021,35 kg,57 kg
Au548,Bhujia Sev,Snacks,Haldiram,15,9 kg,801,186,987,21-02-2021,08-06-2021,27 kg,53 kg
Au549,Bhujia Sev,Snacks,Haldiram,12,19 kg,886,228,1114,08-02-2021,30-07-2021,39 kg,51 kg
Au550,Thumps Up,Beverage,Coca Cola,32,20 litres,865,110,975,03-03-2021,22-09-2021,36 litres,60 litres
Au551,Thumps Up,Beverage,Coca Cola,25,17 litres,867,252,1119,23-01-2021,03-10-2021,39 litres,57 litres
Au552,Thumps Up,Beverage,Coca Cola,14,12 litres,926,107,1033,04-05-2021,22-08-2021,38 litres,55 litres
Au553,Minute Maid,Beverage,Coca Cola,38,19 litres,865,194,1059,21-01-2021,13-06-2021,30 litres,52 litres
Au554,Coca-Cola,Beverage,Coca Cola,43,10 litres,746,358,1104,01-05-2021,28-10-2021,32 litres,50 litres
Au555,Kinley,Beverage,Coca Cola,15,15 litres,986,120,1106,29-03-2021,17-07-2021,22 litres,57 litres
Au556,Minute Maid,Beverage,Coca Cola,19,20 litres,979,120,1099,17-04-2021,12-09-2021,24 litres,60 litres
Au557,Kinley,Beverage,Coca Cola,28,13 litres,966,330,1296,14-02-2021,27-09-2021,30 litres,54 litres
Au558,Thumps Up,Beverage,Coca Cola,47,20 litres,660,222,882,30-05-2021,20-06-2021,35 litres,52 litres
Au559,Coca-Cola,Beverage,Coca Cola,49,20 litres,887,395,1282,06-02-2021,25-11-2021,39 litres,52 litres
Au560,Sprite,Beverage,Coca Cola,36,6 litres,577,370,947,23-01-2021,22-06-2021,40 litres,53 litres
Au561,Minute Maid,Beverage,Coca Cola,40,13 litres,874,138,1012,28-03-2021,18-06-2021,24 litres,55 litres
Au562,Kinley,Beverage,Coca Cola,37,20 litres,937,222,1159,11-04-2021,08-07-2021,40 litres,54 litres
Au563,Kinley,Beverage,Coca Cola,22,19 litres,760,383,1143,26-01-2021,16-10-2021,21 litres,53 litres
Au564,Sprite,Beverage,Coca Cola,20,18 litres,827,302,1129,27-05-2021,26-11-2021,26 litres,55 litres
Au565,Kinley,Beverage,Coca Cola,47,12 litres,513,272,785,17-01-2021,14-07-2021,38 litres,55 litres
Au566,Kinley,Beverage,Coca Cola,29,14 litres,740,239,979,12-05-2021,21-06-2021,37 litres,58 litres
Au567,Minute Maid,Beverage,Coca Cola,47,14 litres,696,317,1013,20-02-2021,18-09-2021,24 litres,52 litres
Au568,Thumps Up,Beverage,Coca Cola,21,15 litres,957,146,1103,26-03-2021,24-11-2021,39 litres,59 litres
Au569,Sprite,Beverage,Coca Cola,22,8 litres,970,274,1244,25-01-2021,29-08-2021,32 litres,50 litres
Au570,Sprite,Beverage,Coca Cola,19,8 litres,870,117,987,15-01-2021,06-07-2021,34 litres,60 litres
Au571,Honest Tea,Beverage,Coca Cola,46,9 litres,664,298,962,26-04-2021,03-10-2021,31 litres,53 litres
Au572,Coca-Cola,Beverage,Coca Cola,38,5 litres,942,272,1214,11-04-2021,27-08-2021,39 litres,56 litres
Au573,Minute Maid,Beverage,Coca Cola,37,7 litres,794,231,1025,24-04-2021,11-11-2021,36 litres,58 litres
Au574,Minute Maid,Beverage,Coca Cola,29,11 litres,682,182,864,10-01-2021,17-09-2021,20 litres,54 litres
Au575,Minute Maid,Beverage,Coca Cola,26,5 litres,612,151,763,25-05-2021,22-07-2021,27 litres,59 litres
Au576,Sprite,Beverage,Coca Cola,23,17 litres,580,203,783,28-02-2021,03-07-2021,38 litres,55 litres
Au577,Sprite,Beverage,Coca Cola,19,7 litres,839,364,1203,27-02-2021,06-10-2021,25 litres,60 litres
Au578,Kinley,Beverage,Coca Cola,29,5 litres,880,353,1233,29-03-2021,15-09-2021,30 litres,55 litres
Au579,Thumps Up,Beverage,Coca Cola,37,16 litres,669,387,1056,03-02-2021,27-07-2021,27 litres,55 litres
Au580,Honest Tea,Beverage,Coca Cola,45,17 litres,915,158,1073,30-05-2021,25-07-2021,32 litres,50 litres
Au581,Kinley,Beverage,Coca Cola,23,9 litres,809,165,974,12-02-2021,14-07-2021,36 litres,59 litres
Au582,Coca-Cola,Beverage,Coca Cola,46,6 litres,628,334,962,22-04-2021,22-11-2021,38 litres,53 litres
Au583,Minute Maid,Beverage,Coca Cola,45,5 litres,593,294,887,07-04-2021,01-06-2021,33 litres,59 litres
Au584,Minute Maid,Beverage,Coca Cola,31,6 litres,910,125,1035,22-01-2021,07-09-2021,25 litres,53 litres
Au585,Honest Tea,Beverage,Coca Cola,26,6 litres,880,213,1093,08-02-2021,18-08-2021,34 litres,55 litres
Au586,Minute Maid,Beverage,Coca Cola,10,16 litres,581,119,700,28-01-2021,25-07-2021,25 litres,59 litres
Au587,Sprite,Beverage,Coca Cola,29,14 litres,642,151,793,24-01-2021,02-06-2021,30 litres,58 litres
Au588,Kinley,Beverage,Coca Cola,38,18 litres,517,314,831,27-03-2021,19-07-2021,23 litres,56 litres
Au589,Minute Maid,Beverage,Coca Cola,32,19 litres,775,270,1045,06-03-2021,29-07-2021,38 litres,53 litres
Au590,Minute Maid,Beverage,Coca Cola,13,15 litres,564,182,746,14-02-2021,29-10-2021,27 litres,51 litres
Au591,Coca-Cola,Beverage,Coca Cola,26,12 litres,994,171,1165,09-01-2021,28-06-2021,36 litres,59 litres
Au592,Sprite,Beverage,Coca Cola,22,9 litres,725,329,1054,13-02-2021,20-08-2021,23 litres,57 litres
Au593,Honest Tea,Beverage,Coca Cola,39,17 litres,655,178,833,03-04-2021,19-08-2021,36 litres,55 litres
Au594,Sprite,Beverage,Coca Cola,50,20 litres,832,180,1012,15-02-2021,12-11-2021,35 litres,52 litres
Au595,Honest Tea,Beverage,Coca Cola,13,9 litres,945,287,1232,17-04-2021,10-11-2021,28 litres,60 litres
Au596,Kinley,Beverage,Coca Cola,48,5 litres,566,360,926,28-05-2021,06-07-2021,21 litres,50 litres
Au597,Minute Maid,Beverage,Coca Cola,18,19 litres,937,129,1066,10-05-2021,16-09-2021,29 litres,54 litres
Au598,Kinley,Beverage,Coca Cola,10,20 litres,809,371,1180,17-04-2021,25-10-2021,39 litres,57 litres
Au599,Thumps Up,Beverage,Coca Cola,13,13 litres,869,302,1171,04-04-2021,05-10-2021,31 litres,59 litres
Au600,Butter,Dairy,Amul,17,11 kg,555,162,717,25-04-2021,13-08-2021,26 kg,53 kg
Au601,Cheese,Dairy,Amul,42,14 kg,637,310,947,01-03-2021,24-09-2021,32 kg,57 kg
Au602,Cheese,Dairy,Amul,34,13 kg,835,342,1177,18-04-2021,15-09-2021,23 kg,57 kg
Au603,Amul Spray,Dairy,Amul,25,10 kg,512,311,823,10-01-2021,07-10-2021,23 kg,52 kg
Au604,Amul Spray,Dairy,Amul,22,13 kg,805,298,1103,14-02-2021,08-09-2021,27 kg,60 kg
Au605,Butter,Dairy,Amul,33,9 kg,952,160,1112,03-05-2021,28-07-2021,20 kg,58 kg
Au606,Amul Spray,Dairy,Amul,20,16 kg,954,139,1093,09-02-2021,16-07-2021,23 kg,56 kg
Au607,Butter,Dairy,Amul,12,12 kg,755,394,1149,07-05-2021,04-09-2021,37 kg,55 kg
Au608,Cheese,Dairy,Amul,17,13 kg,712,156,868,08-02-2021,17-08-2021,35 kg,57 kg
Au609,Amul Spray,Dairy,Amul,35,6 kg,605,154,759,06-03-2021,30-08-2021,37 kg,52 kg
Au610,Cheese,Dairy,Amul,11,15 kg,500,294,794,11-05-2021,06-08-2021,22 kg,56 kg
Au611,Cheese,Dairy,Amul,26,18 kg,640,231,871,26-01-2021,06-07-2021,26 kg,60 kg
Au612,Butter,Dairy,Amul,15,18 kg,659,246,905,16-04-2021,02-07-2021,31 kg,52 kg
Au613,Cheese,Dairy,Amul,36,7 kg,996,127,1123,27-03-2021,14-11-2021,32 kg,55 kg
Au614,Amul Spray,Dairy,Amul,37,16 kg,936,358,1294,12-03-2021,21-07-2021,30 kg,53 kg
Au615,Amul Spray,Dairy,Amul,38,20 kg,897,142,1039,18-01-2021,06-07-2021,21 kg,55 kg
Au616,Cheese,Dairy,Amul,49,11 kg,981,318,1299,02-01-2021,07-11-2021,33 kg,54 kg
Au617,Amul Spray,Dairy,Amul,15,19 kg,690,185,875,26-02-2021,28-06-2021,27 kg,51 kg
Au618,Amul Spray,Dairy,Amul,31,17 kg,894,364,1258,31-05-2021,07-10-2021,38 kg,59 kg
Au619,Cheese,Dairy,Amul,11,10 kg,663,137,800,24-04-2021,22-07-2021,21 kg,59 kg
Au620,Amul Spray,Dairy,Amul,27,13 kg,936,187,1123,04-02-2021,30-09-2021,27 kg,58 kg
Au621,Butter,Dairy,Amul,39,19 kg,572,103,675,02-05-2021,03-11-2021,24 kg,53 kg
Au622,Butter,Dairy,Amul,30,18 kg,732,164,896,28-05-2021,30-10-2021,29 kg,58 kg
Au623,Butter,Dairy,Amul,33,6 kg,770,142,912,09-03-2021,01-08-2021,34 kg,51 kg
Au624,Butter,Dairy,Amul,14,19 kg,517,365,882,24-05-2021,10-11-2021,37 kg,59 kg
Au625,Butter,Dairy,Amul,42,20 kg,948,275,1223,22-04-2021,02-08-2021,28 kg,56 kg
Au626,Cheese,Dairy,Amul,21,13 kg,638,110,748,24-02-2021,08-11-2021,30 kg,59 kg
Au627,Amul Spray,Dairy,Amul,43,15 kg,697,389,1086,18-01-2021,15-06-2021,29 kg,53 kg
Au628,Cheese,Dairy,Amul,23,12 kg,684,181,865,04-04-2021,17-08-2021,25 kg,57 kg
Au629,Cheese,Dairy,Amul,16,12 kg,711,397,1108,28-05-2021,04-09-2021,33 kg,53 kg
Au630,Cheese,Dairy,Amul,29,6 kg,581,284,865,04-04-2021,16-07-2021,29 kg,50 kg
Au631,Amul Spray,Dairy,Amul,10,14 kg,767,350,1117,06-02-2021,04-10-2021,31 kg,54 kg
Au632,Amul Spray,Dairy,Amul,37,12 kg,676,266,942,23-02-2021,27-08-2021,28 kg,55 kg
Au633,Amul Spray,Dairy,Amul,38,9 kg,773,243,1016,16-04-2021,29-07-2021,40 kg,53 kg
Au634,Amul Spray,Dairy,Amul,21,18 kg,844,285,1129,11-04-2021,05-09-2021,28 kg,55 kg
Au635,Cheese,Dairy,Amul,36,7 kg,834,188,1022,01-05-2021,23-08-2021,29 kg,56 kg
Au636,Cheese,Dairy,Amul,20,8 kg,655,319,974,25-01-2021,24-11-2021,32 kg,57 kg
Au637,Amul Spray,Dairy,Amul,41,14 kg,612,258,870,30-05-2021,18-09-2021,34 kg,53 kg
Au638,Amul Spray,Dairy,Amul,20,8 kg,824,370,1194,13-02-2021,20-08-2021,33 kg,50 kg
Au639,Amul Spray,Dairy,Amul,40,18 kg,583,244,827,18-01-2021,06-08-2021,24 kg,55 kg
Au640,Amla Juice,Health Supplement,Patanjali,34,9 litres,872,219,1091,07-01-2021,21-09-2021,30 litres,60 litres
Au641,Amla Juice,Health Supplement,Patanjali,31,8 litres,892,148,1040,18-05-2021,16-10-2021,40 litres,52 litres
Au642,Gilloy Juice,Health Supplement,Patanjali,22,16 litres,716,268,984,12-04-2021,06-07-2021,22 litres,60 litres
Au643,Aloe Vera Juice,Health Supplement,Patanjali,37,5 litres,521,302,823,26-02-2021,02-11-2021,37 litres,59 litres
Au644,Tulsi Juice,Health Supplement,Patanjali,30,15 litres,869,144,1013,16-02-2021,02-11-2021,32 litres,51 litres
Au645,Amla Juice,Health Supplement,Patanjali,30,15 litres,819,186,1005,01-01-2021,11-06-2021,25 litres,56 litres
Au646,Gilloy Juice,Health Supplement,Patanjali,37,16 litres,792,226,1018,31-05-2021,03-08-2021,21 litres,55 litres
Au647,Tulsi Juice,Health Supplement,Patanjali,45,12 litres,605,304,909,01-04-2021,05-09-2021,35 litres,50 litres
Au648,Gilloy Juice,Health Supplement,Patanjali,16,7 litres,656,161,817,23-01-2021,01-11-2021,28 litres,53 litres
Au649,Aloe Vera Juice,Health Supplement,Patanjali,43,15 litres,569,193,762,10-02-2021,01-07-2021,33 litres,50 litres
Au650,Mango Panna,Health Supplement,Patanjali,27,19 litres,572,374,946,01-01-2021,31-07-2021,30 litres,51 litres
Au651,Amla Juice,Health Supplement,Patanjali,27,15 litres,713,239,952,06-03-2021,27-07-2021,35 litres,50 litres
Au652,Amla Juice,Health Supplement,Patanjali,36,16 litres,972,289,1261,20-02-2021,22-09-2021,33 litres,57 litres
Au653,Tulsi Juice,Health Supplement,Patanjali,31,6 litres,911,257,1168,02-02-2021,21-10-2021,23 litres,52 litres
Au654,Gilloy Juice,Health Supplement,Patanjali,12,14 litres,658,102,760,03-05-2021,30-06-2021,31 litres,55 litres
Au655,Mango Panna,Health Supplement,Patanjali,35,8 litres,986,189,1175,30-04-2021,23-08-2021,35 litres,57 litres
Au656,Aloe Vera Juice,Health Supplement,Patanjali,10,15 litres,683,221,904,13-03-2021,29-09-2021,40 litres,50 litres
Au657,Tulsi Juice,Health Supplement,Patanjali,22,13 litres,820,232,1052,18-04-2021,24-07-2021,21 litres,54 litres
Au658,Mango Panna,Health Supplement,Patanjali,29,16 litres,727,190,917,12-05-2021,08-09-2021,23 litres,52 litres
Au659,Aloe Vera Juice,Health Supplement,Patanjali,30,18 litres,942,389,1331,29-04-2021,02-06-2021,23 litres,50 litres
Au660,Aloe Vera Juice,Health Supplement,Patanjali,10,15 litres,762,164,926,16-03-2021,03-10-2021,23 litres,51 litres
Au661,Aloe Vera Juice,Health Supplement,Patanjali,41,16 litres,513,370,883,06-02-2021,11-11-2021,26 litres,57 litres
Au662,Mango Panna,Health Supplement,Patanjali,30,17 litres,594,379,973,30-01-2021,17-07-2021,34 litres,51 litres
Au663,Aloe Vera Juice,Health Supplement,Patanjali,25,9 litres,644,234,878,21-03-2021,10-07-2021,22 litres,60 litres
Au664,Gilloy Juice,Health Supplement,Patanjali,19,12 litres,673,151,824,11-02-2021,06-10-2021,26 litres,52 litres
Au665,Amla Juice,Health Supplement,Patanjali,47,7 litres,694,392,1086,28-05-2021,30-07-2021,36 litres,55 litres
Au666,Mango Panna,Health Supplement,Patanjali,44,17 litres,657,185,842,10-03-2021,10-09-2021,37 litres,52 litres
Au667,Gilloy Juice,Health Supplement,Patanjali,27,15 litres,683,390,1073,15-02-2021,08-07-2021,22 litres,54 litres
Au668,Tulsi Juice,Health Supplement,Patanjali,44,6 litres,915,101,1016,11-04-2021,31-08-2021,35 litres,56 litres
Au669,Tulsi Juice,Health Supplement,Patanjali,33,10 litres,621,382,1003,19-01-2021,24-06-2021,21 litres,58 litres
Au670,Tulsi Juice,Health Supplement,Patanjali,41,10 litres,937,292,1229,15-05-2021,01-10-2021,33 litres,51 litres
Au671,Aloe Vera Juice,Health Supplement,Patanjali,46,6 litres,751,299,1050,13-01-2021,15-09-2021,29 litres,55 litres
Au672,Mango Panna,Health Supplement,Patanjali,39,16 litres,947,198,1145,02-04-2021,22-08-2021,26 litres,60 litres
Au673,Amla Juice,Health Supplement,Patanjali,15,17 litres,910,283,1193,07-04-2021,23-08-2021,21 litres,50 litres
Au674,Aloe Vera Juice,Health Supplement,Patanjali,49,18 litres,658,341,999,08-04-2021,30-11-2021,34 litres,52 litres
Au675,Mango Panna,Health Supplement,Patanjali,12,20 litres,520,119,639,28-01-2021,27-08-2021,36 litres,59 litres
Au676,Amla Juice,Health Supplement,Patanjali,12,18 litres,811,366,1177,27-05-2021,20-11-2021,22 litres,54 litres
Au677,Mango Panna,Health Supplement,Patanjali,30,13 litres,992,109,1101,19-03-2021,24-08-2021,36 litres,50 litres
Au678,Tulsi Juice,Health Supplement,Patanjali,47,12 litres,896,157,1053,14-03-2021,12-08-2021,25 litres,52 litres
Au679,Mango Panna,Health Supplement,Patanjali,15,8 litres,799,151,950,09-04-2021,22-11-2021,28 litres,56 litres
Au680,Aloe Vera Juice,Health Supplement,Patanjali,14,19 litres,956,101,1057,26-03-2021,21-09-2021,30 litres,59 litres
Au681,Aloe Vera Juice,Health Supplement,Patanjali,49,6 litres,798,381,1179,25-04-2021,04-07-2021,26 litres,58 litres
Au682,Tulsi Juice,Health Supplement,Patanjali,20,20 litres,944,159,1103,12-03-2021,15-07-2021,32 litres,55 litres
Au683,Mango Panna,Health Supplement,Patanjali,47,18 litres,604,341,945,07-04-2021,18-06-2021,28 litres,50 litres
Au684,Gilloy Juice,Health Supplement,Patanjali,37,17 litres,923,255,1178,18-02-2021,04-09-2021,35 litres,50 litres
Au685,Mango Panna,Health Supplement,Patanjali,39,6 litres,512,360,872,10-04-2021,20-06-2021,35 litres,50 litres
Au686,Mango Panna,Health Supplement,Patanjali,47,13 litres,546,235,781,25-04-2021,13-08-2021,24 litres,52 litres
Au687,Mango Panna,Health Supplement,Patanjali,32,8 litres,550,193,743,28-05-2021,13-06-2021,40 litres,52 litres
Au688,Gilloy Juice,Health Supplement,Patanjali,32,6 litres,997,293,1290,06-05-2021,18-06-2021,29 litres,58 litres
